pertanyaan,jawaban
"mencetak, menyulam, dan menulis huruf, angka, gambar atau tanda lain, atau memasang lencana atau benda apa pun pada bendera negara; atau membicarakan tentang?","pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 235"
"memakai bendera negara untuk langit-langit, atap, pembungkus barang, dan tutup barang yang dapat menurunkan kehormatan bendera negara. membicarakan tentang?","pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 235"
"setiap orang yang mencoret, menulisi, menggambar atau menggambari, atau membuat rusak lambang negara dengan maksud menodai, menghina, atau merendahkan kehormatan lambang negara, dipidana dengan pidana penjara paling lama 3 (tiga) tahun atau pidana denda paling banyak kategori iv. membicarakan tentang?","pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 236"
"dipidana dengan pidana denda paling banyak kategori ii, setiap orang yang: membicarakan tentang?","pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 237"
"menggunakan lambang negara yang rusak dan tidak sesuai dengan bentuk, warna, dan perbandingan ukuran; membicarakan tentang?","pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 237"
"membuat lambang untuk perseorangan, partai politik, perkumpulan, organisasi dan/ atau perusahaan yang sama atau menyerupai lambang negara; atau membicarakan tentang?","pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 237"
menggunakan lambang negara untuk keperluan selain yang diatur dalam ketentuan undang-undang. membicarakan tentang?,"pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 237"
"setiap orang yang menodai atau menghina lagu kebangsaan dengan mengubah lagu kebangsaan dengan nada, irama, kata-kata, dan gubahan lain dengan maksud untuk menghina atau merendahkan kehormatan lagu kebangsaan, dipidana dengan pidana penjara paling lama 3 (tiga) tahun atau pidana denda paling banyak kategori iv.
 membicarakan tentang?","pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 238"
"dipidana dengan pidana denda paling banyak kategori ii, setiap orang yang menodai atau menghina lagu kebangsaan dengan: membicarakan tentang?","pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 239"
"memperdengarkan, menyanyikan, atau menyebarluaskan hasil ubahan lagu kebangsaan dengan maksud untuk tujuan komersial; atau membicarakan tentang?","pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 239"
menggunakan lagu kebangsaan untuk iklan dengan maksud untuk tujuan komersial. membicarakan tentang?,"pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 239"
"setiap orang yang di muka umum dengan lisan atas tulisan menghina pemerintah atau lembaga negara, dipidana dengan pidana penjara paling lama 1 (satu) tahun 6 (enam) bulan atau pidana denda paling banyak kategori ii. membicarakan tentang?","pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 240"
"dalam hal tindak pidana sebagaimana dimaksud pada ayat (1) berakibat terjadinya kerusuhan dalam masyarakat, dipidana dengan pidana penjara paling lama 3 (tiga) tahun atau pidana denda paling banyak kategori iv. membicarakan tentang?","pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 240"
tindak pidana sebagaimana dimaksud pada ayat (1) hanya dapat dituntut berdasarkan aduan pihak yang dihina. membicarakan tentang?,"pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 240"
aduan sebagaimana dimaksud pada ayat (3) dilakukan secara tertulis oleh pimpinan pemerintah atau lembaga negara. membicarakan tentang?,"pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 240"
"setiap orang yang menyiarkan, mempertonjukkan, atau menempelkan tulisan atau gambar sehingga terlihat oleh umum, memperdengarkan rekaman sehingga terdengar oleh umum, atau menyebarluaskan dengan sarana teknologi informasi yang berisi penghinaan terhadap pemerintah atau lembaga negara, dengan maksud agar isi penghinaan diketahui umum, dipidana dengan pidana penjara paling lama 3 (tiga} lahun atau pidana denda paling banyak kategori iv. membicarakan tentang?","pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 241"
"dalam hal tindak pidana sebagaimana dimaksud pada ayat (1) berakibat terjadinya kerusuhan dalam masyarakat, dipidana dengan pidana penjara paling lama 4 (empat) tahun atau pidana denda paling banyak kategori iv. membicarakan tentang?","pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 241"
tindak pidana sebagaimana dimaksud pada ayat (1) hanya dapat dituntut berdasarkan aduan pihak yang dihina. membicarakan tentang?,"pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 241"
aduan sebagaimana dimaksud pada ayat (3) dilakukan secara tertulis oleh pimpinan pemerintah atau lembaga negara. membicarakan tentang?,"pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 241"
"setiap orang yang di muka umum menyatakan perasaan permusuhan, kebencian, atau penghinaan terhadap satu atau beberapa golongan atau kelompok penduduk indonesia berdasarkan ras, kebangsaan, etnis, warna kulit, jenis kelamin, disabilitas mental, atau disabilitas fisik, dipidana dengan pidana penjara paling lama 3 (riga) tahun atau pidana denda paling banyak kategori iv. membicarakan tentang?","pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 242"
"setiap orang yang menyiarkan, mempertunjukkan, atau menempelkan tulisan atau gambar sehingga terlihat oleh umum atau memperdengarkan rekaman sehingga terdengar oleh umum atau menyebarluaskan dengan sarana teknologi informasi, yang berisi pernyataan perasaan permusuhan dengan maksud agar isinya diketahui atau lebih diketahui oleh umum, terhadap sa£u atau beberapa golongan atau kelompok penduduk indonesia berdasarkan ras, kebangsaan, etnis, warna kulit, agama, kepercayaan, jenis kelamin, disabilitas mental, atau disabilitas fisik yang berakibat timbulnya kekerasan terhadap orang atau barang, dipidana dengan pidana penjara paling lama 4 (empat) tahun atau pidana denda paling banyak kategori iv. membicarakan tentang?","pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 243"
"jika setiap orang sebagaimana dimaksud pada ayat (1) melakukan tindak pidana tersebut dalam menjalankan profesinya dan pada waktu itu belum lewat 2 (dua) tahun sejak adanya putusan pemidanaan yang telah memperoleh kekuatan hukum tetap karena melakukan tindak pidana yang sama, pelaku dapat dijatuhi pidana tambahan berupa pencabutan hak sebagaimana dimaksud dalam pasal 86 huruf f. membicarakan tentang?","pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 243"
"setiap orang yang melakukan pembedaan, pengecualian, pembatasan, atau pemilihan berdasarkan pada ras dan etnis yang mengakibatkan pencabutan atau pengurangan pengakuan, perolehan atau pelaksanaan hak asasi manusia dan kebebasan dasar dalam suatu kesetaraan di bidang sipil, politik, ekonomi, sosial, dan budaya, dipidana dengan pidana penjara paling lama 1 (satu) tahun atau pidana denda paling banyak kategori iii. membicarakan tentang?","pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 244"
"setiap orang yang melakukan perampasan nyawa orang, penganiayaan, perkosaan, perbuatan cabul, pencurian dengan kekerasan, atau perampasan kemerdekaan berdasarkan diskriminasi ras dan etnis, pidananya dapat ditambah 1/ 3 (satu per tiga). membicarakan tentang?","pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghinaan terhadap simbol negara, pemerintah atau lembaga negara, dan golongan penduduk dan terdapat pada pasal 245"
"dipidana dengan pidana penjara paling lama 4 (empat) tahun atau pidana denda paling banyak kategori v, setiap orang yang di muka umum dengan lisan atau tulisan: membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghasutan dan penawaran untuk melakukan tindak pidana dan terdapat pada pasal 246
menghasut orang untuk melakukan tindak pidana; atau membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghasutan dan penawaran untuk melakukan tindak pidana dan terdapat pada pasal 246
menghasut orang untuk melawan penguasa umum dengan kekerasan. membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghasutan dan penawaran untuk melakukan tindak pidana dan terdapat pada pasal 246
"setiap orang yang menyiarkan, mempertonjukkan, afiau menempelkan tulisan atau gambar sehingga terlihat oleh umum, atau memperdengarkan rekaman sehingga terdengar oleh umum, atau menyebarluaskan dengan sarana teknologi informasi yang berisi hasutan agar melakukan tindak pidana atau melawan penguasa umum dengan kekerasan, dengan maksud agar isi penghasutan tersebut diketahui atau lebih diketahui oleh umum, dipidana dengan pidana penjara paling lama 4 (empat) tahun 6 (enam) bulan atau pidana denda paling banyak kategori v. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghasutan dan penawaran untuk melakukan tindak pidana dan terdapat pada pasal 247
"setiap orang yang menggerakkan orang lain sebagaimana dimaksud dalam pasal 20 huruf d untuk melakukan tindak pidana dan tindak pidana tersebut atau percobaannya yang dapa£ dipidana tidak terjadi, dipidana dengan pidana penjara paling lama 6 (enam) tahun atau pidana denda paling banyak kategori iv. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghasutan dan penawaran untuk melakukan tindak pidana dan terdapat pada pasal 248
setiap orang sebagaimana dimaksud pada ayat ( 1) tidak dapat dijatuhi pidana yang lebih berat dari yang dapat dijatuhkan terhadap percobaan melakukan tindak pidana tersebut atau jika percobaan tersebut tidak dapat dipidana maka tidak dapat dijatuhi pidana yang lebih berat dari yang ditentukan terhadap tindak pidana tersebut. membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghasutan dan penawaran untuk melakukan tindak pidana dan terdapat pada pasal 248
ketentuan sebagaimana dimaksud pada ayat (1) dan ayat (2) tidak berlaku jika tidak terjadinya tindak pidana atau percobaan yang dapat dipidana tersebut disebabkan oleh karena kehendaknya sendiri. membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghasutan dan penawaran untuk melakukan tindak pidana dan terdapat pada pasal 248
"setiap orang yang di muka umum dengan lisan atau tulisan menawarkan untuk memberi keterangan, kesempatan, atau sarana untuk melakukan tindak pidana, dipidana dengan pidana penjara paling lama 1 (satu) tahun atau pidana denda paling banyak kategori ii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghasutan dan penawaran untuk melakukan tindak pidana dan terdapat pada pasal 249
"setiap orang yang menyiarkan, mempertunjukkan, atau menempelkan tulisan atau gambar sehingga terlihat oleh umum, atau memperdengarkan rekaman sehingga terdengar oleh umum, atau menyebarluaskan dengan sarana teknologi informasi yang berisi penawaran untuk memberi keterangan, kesempatan, atau sarana guna melakukan tindak pidana dengan maksud agar penawaran tersebut diketahui atau lebih diketahui oleh umum, dipidana dengan pidana penjara paling lama 9 (sembilan) bulan atau pidana denda paling banyak kategori ii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghasutan dan penawaran untuk melakukan tindak pidana dan terdapat pada pasal 250
"jika setiap orang sebagaimana dimaksud pada ayat (1) melakukan perbuatan tersebut dalam menjalankan profesinya dan pada waktu itu belum lewat 2 (dua} tahun sejak adanya putusan pemidanaan yang telah memperoleh kekuatan hukum tetap karena melakukan tindak pidana yang sama, dapat dijatuhi pidana tambahan berupa pencabutan hak sebagaimana dimaksud dalam pasal 86 huruf f. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghasutan dan penawaran untuk melakukan tindak pidana dan terdapat pada pasal 250
"setiap orang yang memberi obat atau meminta seorang perempuan untuk menggunakan obat dengan memberitahukan atau menimbulkan harapan bahwa obat tersebut dapat mengakibatkan gugurnya kandungan, dipidana dengan pidana penjara paling lama 4 (empat) tahun atau pidana denda paling banyak kategori iv. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghasutan dan penawaran untuk melakukan tindak pidana dan terdapat pada pasal 251
jika setiap orang sebagaimana dimaksud pada ayat (1) melakukan perbuatan tersebut dalam menjalankan profesinya dapat dijatuhi pidana tambahan berupa pencabutan hak sebagaimana dimaksud dalam pasal 86 huruf f. membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghasutan dan penawaran untuk melakukan tindak pidana dan terdapat pada pasal 251
"setiap orang yang menyatakan dirinya mempunyai kekuatan gaib, memberitahukan, memberikan harapan, menaw arkan, atau memberikan bantuan jasa kepada orang lain bahwa karena perbuatannya dapat menimbulkan penyakit, kematian, atau penderitaan mental atau fisik seseorang, dipidana dengan pidana penjara paling lama 1 (satu) tahun 6 (enam) bulan atau pidana denda paling banyak kategori iv. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghasutan dan penawaran untuk melakukan tindak pidana dan terdapat pada pasal 252
"jika setiap orang sebagaimana dimaksud pada ayat (1) melakukan perbuatan tersebut untuk mencari keuntungan atau menjadikan sebagai mata pencaharian atau kebiasaan, pidananya dapat ditambah 1/ 3 (satu per tiga). membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum penghasutan dan penawaran untuk melakukan tindak pidana dan terdapat pada pasal 252
"setiap orang yang mengetahui adanya permufakatan jahat untuk melakukan salah satu tindak pidana sebagaimana dimaksud  dalam  pasal  19 1  sampai  dengan  pasal  194, pasal 205, pasal 208, pasal 212, pasal 308, atau pasal 310, tidak memberitahukan kepada pejabat yang berwenang atau kepada orang yang terancam padahal masih ada waktu untuk mencegah dilakukannya tindak pidana tersebut, jika tindak pidana tersebut benar-benar terjadi, dipidana dengan pidana penjara paling lama 1 (satu) tahun atau pidana denda paling banyak kategori ii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum tidak melaporkan atau memberitahukan adanya orang yang hendak melakukan tindak pidana dan terdapat pada pasal 253
setiap orang yang mengetahui adanya orang yang berniat untuk melakukan: membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap ketertiban umum tidak melaporkan atau memberitahukan adanya orang yang hendak melakukan tindak pidana dan terdapat pada pasal 254
"salah satu tindak pidana sebagaimana dimaksud dalam pasal 191 sampai dengan pasal 198, pasal  200,  pasal  202,  pasal  205,  pasal  206, pasal 208, pasal 211 sampai dengan pasal 217; membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum tidak melaporkan atau memberitahukan adanya orang yang hendak melakukan tindak pidana dan terdapat pada pasal 254
desersi pada waktu perang atau perıgkhianatan tentara; atau membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap ketertiban umum tidak melaporkan atau memberitahukan adanya orang yang hendak melakukan tindak pidana dan terdapat pada pasal 254
"tindak pidana pembunohan berencana, penculikan, perkosaan, atau salah satu tindak pidana yang membahayakan keamanan umum, bagi orang, kesehatan, barang, dan lingkungan hidup yang berakibat membahayakan nyawa orang, tidak memberitahukan kepada pejabat yang berwenang atau kepada orang yang terancam padahal masih ada waktu untuk mencegah dilakukannya tindak pidana tersebut, jika tindak pidana tersebut terjadi, dipidana dengan pidana penjara paling lama 1 (satu) tahun atau pidana denda paling banyak kategori ii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum tidak melaporkan atau memberitahukan adanya orang yang hendak melakukan tindak pidana dan terdapat pada pasal 254
"ketentuan pidana sebagaimana dimaksud pada ayat (1) berlaku juga terhadap orang yang mengetahui salah satu tindak pidana sebagaimana dimaksud pada ayat (1) telah dilakukan dan telah membahayakan nyawa orang pada saat akibat masih dapat dicegah, tidak memberitahukan kepada pejabat yang berwenang atau kepada orang yang terancam. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum tidak melaporkan atau memberitahukan adanya orang yang hendak melakukan tindak pidana dan terdapat pada pasal 254
"ketentuan sebagaimana dimaksud dalam pasal 253 dan pasal 254 tidak berlaku bagi orang yang jika memberitahukan hal tersebut kepada pejabat yang berwenang atau orang yang terancam akan mendatangkan bahaya penuntutan pidana bagi diri sendiri, keluarga sedarah atau semenda dalam garis lurus atau menyamping derajat kedua atau ketiga dari suami atau istrinya atau mantan suami atau istrinya, atau bagi orang lain yang jika dituntut sehubungan dengan jabatan atau profesinya, dimungkinkan menurut hukum untuk dibebaskan menjadi saksi terhadap orang tersebut. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum tidak melaporkan atau memberitahukan adanya orang yang hendak melakukan tindak pidana dan terdapat pada pasal 255
"setiap orang yang tanpa pemberitahuan terlebih dahulu kepada yang berwenang mengadakan pawai, unjuk rasa, atau demonstrasi di jalan umum atau tempat umum yang mengakibatkan terganggunya kepentingan umum, menimbulkan keonaran, atau huru-hara dalam masyarakat, dipidana dengan pidana penjara paling lama 6 (enam) bulan atau pidana denda paling banyak kategori ii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 256
"setiap orang yang secara melawan hukum memaksa masuk ke dalam rumah, ruangan tertutup, atau pekarangan tertutup yang dipergunakan oleh orang lain atau yang sudah berada di dalamnya secara melawan hukum, tidak segera pergi meninggalkan tempat tersebut atas permintaan orang yang berhak atau suruhannya, dipidana dengan pidana penjara paling lama 1 (satu) tahun atau pidana denda paling banyak kategori ii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 257
"dianggap memaksa masuk sebagaimana dimaksud pada ayat ( 1), setiap orang yang masuk dengan jalan, merusak, atau memanjat, menggunakan anak kunci palsu, perintah palsu, atau pakaian dinas palsu, atau yang dengan tidak sepengetahoan lebih dahulu pihak yang berhak serta bukan karena kekhilafan masuk dan kedapatan di tempat tersebut pada malam. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 257
"jika setiap orang sebagaimana dimaksud pada ayat (1) dan ayat (2) mengeluarkan ancaman atau menggunakan sarana yang dapat menakutkan, dipidana dengan pidana penjara paling lama 2 (dua) tahun atau pidana denda paling banyak kategori iii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 257
"dalam hal tindak pidana sebagaimana dimaksud pada ayat (1) dan ayat (3) dilakukan oleh 2 (dua) orang atau lebih dengan bersekutu dan bersama-sama, pidananya dapat ditambah l /3 (satu per tiga). membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 257
"setiap orang yang secara melawan hukum mendengarkan, merekam, membelokkan, mengubah, menghambat, dan/ atau mencatat transmisi informasi elektronik dan/ atau dokumen elektronik yang tidak bersifat publik, baik menggunakan jaringan kabel komunikasi maupun jaringan nirkabel, dipidana dengan pidana penjara paling lama 10 (sepuluh) tahun atau pidana denda paling banyak kategori vi. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 258
"setiap orang yang menyiarkan atau menyebarluaskan hasil pembicaraan atau perekaman sebagaimana dimaksud pada ayat (1), dipidana dengan pidana penjara paling lama 10 (sepuluh) tahun atau pidana denda paling banyak kategori vi. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 258
ketentuan sebagaimana dimaksud pada ayat (1) tidak berlaku bagi setiap orang yang melaksanakan ketentuan peraturan perundang-undangan atau melaksanakan perintah jabatan sebagaimana dimaksud dalam pasal 31 dan pasal 32. membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 258
"dipidana dengan pidana penjara paling lama 7 (tujuh) tahun atau pidana denda paling banyak kategori vi, setiap orang yang: membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 259
mempergunakan kesempatan yang diperoleh dengan tipu muslihat atau secara melawan hukum merekam gambar seseorang atau lebih yang berada di dalam suatu rumah atau ruangan yang tidak terbuka untuk umum dengan menggunakan alat bantu teknis sehingga merugikan kepentingan hukum orang tersebut; membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 259
memiliki gambar yang diketahui atau patut diduga diperoleh melalui perbuatan sebagaimana dimaksud dalam huruf a; atau membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 259
menyiarkan atau menyebarluaskan gambar sebagaimana dimaksud dalam huruf b dengan menggunakan sarana teknologi informasi. membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 259
"setiap orang yang secara melawan hukum memaksa masuk ke dalam kantor pemerintah yang melayani kepentingan umum atas yang berada di dalamnya secara melawan hukum dan atas permintaan pejabat yang berwenang tidak segera pergi meninggalkan tempat tersebut, dipidana dengan pidana penjara paling lama 1 (satu) tahun 3 (tiga) bulan atau pidana denda paling banyak kategori ii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 260
"dianggap memaksa masuk sebagaimana dimaksud pada ayat (1), setiap orang yang masuk dengan merusak, memanjat, atau dengan menggunakan anak kunci palsu, perintah palsu, pakaian dinas palsu, atau yang dengan tidak sepengetahuan lebih dahulu pejabat yang berwenang serta bukan karena kekhilafan masuk dan kedapatan di dalam tempat tersebut pada malam. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 260
"jika setiap orang sebagaimana dimaksud pada ayat (1) dan ayat (2) mengeluarkan ancaman atau menggunakan sarana yang dapat menakutkan, dipidana dengan pidana penjara paling lama 2 (dua) tahun atau pidana denda paling banyak kategori iii. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 260
"dalam hal tindak pidana sebagaimana dimaksud pada ayat (1) dan ayat (3) dilakukan oleh 2 (dua) orang atau lebih dengan bersekutu dan bersama-sama, pidananya dapat ditambah l / 3 (satu per tiga). membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 260
"setiap orang yang menggabungkan diri dalam organisasi yang bertujuan melakukan tindak pidana atau organisasi yang dilarang berdasarkan undang- undang atau putusan pengadilan yang telah memperoleh kekuatan hukum tetap, dipidana dengan pidana penjara paling lama 5 (lima) tahun atau pidana denda paling banyak kategori v. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 261
pendiri atau pengurus organisasi sebagaimana dimaksud pada ayat (1) pidananya dapat ditambah 1/ 3 (satu per tiga). membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 261
"setiap orang yang dengan terang-terangan atau di maka umum dan dengan tenaga bersama melakukan kekerasan terhadap orang atau barang, dipidana dengan pidana penjara paling lama 5 (lima) tahun atau pidana denda paling banyak kategori v. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 262
"jika kekerasan sebagaimana dimaksud pada ayat (1) mengakibatkan hancurnya barang atau mengakibatkan luka, dipidana dengan pidana penjara paling lama
7 (tujuh) tahun atau pidana denda paling banyak kategori iv.
 membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 262
"jika kekerasan sebagaimana dimaksud pada ayat (1) mengakibatkan luka berat, dipidana dengan pidana penjara paling lama 9 (sembilan) tahun. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 262
"jika kekerasan sebagaimana dimaksud pada ayat (1) mengakibatkan matinya orang, dipidana dengan pidana penjara paling lama 12 (dna belas) tahun. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 262
setiap orang sebagaimana dimaksud pada ayat (1) dan ayat (2) dapat dijatuhi pidana tambahan berupa pembayaran ganti rugi sebagaimana dimaksud dalam pasal 66 ayat (1) huruf d. membicarakan tentang?,pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 262
"setiap orang yang menyiarkan atau menyebarluaskan berita atau pemberitahuan padahal diketahuinya bahwa berita atau pemberilahuan tersebut bohong yang mengakibatkan kerusuhan dalam masyarakat, dipidana dengan pidana penjara paling lama 6 (enam) tahun atau pidana denda paling banyak kategori v. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 263
"setiap orang yang menyiarkan atau menyebarluaskan berita atau pemberitahuan padahal patut diduga bahwa berita atau pemberitahuan tersebut adalah bohong yang dapat mengakibatkan kerusuhan dalam masyarakat, dipidana dengan pidana penjara paling lama 4 (empat) tahon atau pidana denda paling banyak kategori iv. membicarakan tentang?",pasal tersebut membicarakan tindak pidana terhadap ketertiban umum gangguan terhadap ketertiban dan ketenteraman umum dan terdapat pada pasal 263
